STEP 0; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 0 resources out of10
STEP 581; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of10
STEP 582; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of10
STEP 583; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of10
STEP 584; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 585; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of10
STEP 586; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of10
STEP 587; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 588; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 589; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 590; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 591; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 592; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of10
STEP 593; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 594; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of10
STEP 595; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 596; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 597; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of10
STEP 598; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of10
STEP 599; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of10
STEP 600; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of10
STEP 601; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of10
STEP 602; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of10
STEP 603; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of10
STEP 604; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 605; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of10
STEP 606; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of10
STEP 607; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of10
STEP 608; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 609; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 5 }. Found 2 resources out of10
STEP 610; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of10
STEP 611; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 612; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of10
STEP 613; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 2 resources out of10
STEP 614; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 615; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of10
STEP 616; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 617; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 5 }. Found 2 resources out of10
STEP 618; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 619; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 620; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 621; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of10
STEP 622; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of10
STEP 623; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of10
STEP 624; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 625; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of10
STEP 626; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 627; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 7 }. Found 2 resources out of10
STEP 628; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of10
STEP 629; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 630; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 631; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of10
STEP 632; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of10
STEP 633; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of10
STEP 634; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of10
STEP 635; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of10
STEP 636; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 637; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 638; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of10
STEP 639; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of10
STEP 640; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 641; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of10
STEP 642; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 643; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 644; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 645; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 646; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 647; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of10
STEP 648; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 649; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 650; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of10
STEP 651; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 652; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of10
STEP 653; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 654; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 655; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of10
STEP 656; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 657; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of10
STEP 658; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 5 }. Found 2 resources out of10
STEP 659; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of10
STEP 660; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
STEP 661; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 662; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
STEP 663; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of10
STEP 664; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 0 }. Found 2 resources out of10
STEP 665; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 7 }. Found 2 resources out of10
STEP 666; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 667; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 668; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of10
STEP 669; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of10
STEP 670; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of10
STEP 671; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 672; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 673; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of10
STEP 674; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of10
STEP 675; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 676; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of10
STEP 677; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 7 }. Found 2 resources out of10
STEP 678; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of10
STEP 679; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of10
STEP 680; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of10
STEP 681; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 682; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of10
STEP 683; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 684; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of10
STEP 685; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of10
STEP 686; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 687; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of10
STEP 688; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of10
STEP 689; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
STEP 690; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 691; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of10
STEP 692; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 693; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of10
STEP 694; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of10
STEP 695; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 696; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 697; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of10
STEP 698; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of10
STEP 699; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 700; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of10
STEP 701; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 702; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of10
STEP 703; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of10
STEP 704; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 705; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of10
STEP 706; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of10
STEP 707; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of10
STEP 708; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of10
STEP 709; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of10
STEP 710; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of10
STEP 711; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 2 resources out of10
STEP 712; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 713; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of10
STEP 714; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 0 }. Found 2 resources out of10
STEP 715; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 716; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 717; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 2 resources out of10
STEP 718; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of10
STEP 719; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 720; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of10
STEP 721; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 722; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of10
STEP 723; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of10
STEP 724; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of10
STEP 725; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of10
STEP 726; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 727; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 728; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of10
STEP 729; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of10
STEP 730; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of10
STEP 731; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of10
STEP 732; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 733; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 734; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of10
STEP 735; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of10
STEP 736; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 737; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 738; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 739; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 740; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of10
STEP 741; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 742; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 743; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of10
STEP 744; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of10
STEP 745; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of10
STEP 746; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of10
STEP 747; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of10
STEP 748; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 749; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of10
STEP 750; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of10
STEP 751; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
STEP 752; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of10
STEP 753; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 754; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of10
STEP 755; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of10
STEP 756; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of10
STEP 757; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of10
STEP 758; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of10
STEP 759; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 760; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 761; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 762; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of10
STEP 763; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 764; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of10
STEP 765; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of10
STEP 766; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 767; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of10
STEP 768; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 5 }. Found 2 resources out of10
STEP 769; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of10
